,draft_year,draft_round,pick_no,team,prospect_name,prospect_id,dob,birth_country,height,weight,shoots,nhl_id,position,prospect_category,amateur_league,amateur_team
1123,2014,3,70,Ottawa Senators,Miles Gendron,57041,1996-06-28,USA,"6' 2""",183,L,8478001,D,North American Skater,HIGH-MA,Rivers Academy
1124,2014,3,71,New Jersey Devils,Connor Chatham,4018,1995-10-30,USA,"6' 2""",225,R,8478002,RW,North American Skater,OHL,Plymouth
1125,2014,3,72,San Jose Sharks,Alex Schoenborn,21928,1995-12-12,USA,"6' 1""",203,R,8478003,RW,North American Skater,WHL,Portland
1126,2014,3,73,Montréal Canadiens,Brett Lernout,56039,1995-09-24,CAN,"6' 4""",201,R,8478004,D,North American Skater,WHL,Swift Current
1127,2014,3,74,Buffalo Sabres,Brycen Martin,15645,1996-05-09,CAN,"6' 2""",194,L,8478005,D,North American Skater,WHL,Swift Current
1128,2014,3,75,Dallas Stars,Alexander Peters,54803,1996-07-02,CAN,"6' 4""",217,L,8478006,D,North American Skater,OHL,Plymouth
1130,2014,3,77,Columbus Blue Jackets,Blake Siebenaler,55063,1996-02-27,USA,"6' 1""",203,R,8478008,D,North American Skater,OHL,Niagara
1132,2014,3,79,Tampa Bay Lightning,Brayden Point,19763,1996-03-13,CAN,"5' 10""",161,R,8478010,C,North American Skater,WHL,Moose Jaw
1133,2014,3,80,Minnesota Wild,Louie Belpedio,53641,1996-05-14,USA,"5' 10""",193,R,8478011,D,North American Skater,USHL,USA U-18
1134,2014,3,81,San Jose Sharks,Dylan Sadowy,54807,1996-04-02,CAN,"6' 0""",193,L,8478012,LW,North American Skater,OHL,Saginaw
1135,2014,3,82,St. Louis Blues,Jake Walman,61827,1996-02-20,CAN,"6' 0""",170,L,8478013,D,North American Skater,OJHL,Toronto JC
1136,2014,3,83,Chicago Blackhawks,Matheson Iacopelli,60533,1994-05-15,USA,"6' 2""",204,L,8478014,RW,North American Skater,USHL,Muskegon
1137,2014,3,84,Colorado Avalanche,Kyle Wood,54827,1996-05-04,CAN,"6' 4""",223,R,8478015,D,North American Skater,OHL,North Bay
1138,2014,3,85,New York Rangers,Keegan Iverson,54206,1996-04-05,USA,"6' 1""",223,R,8478016,RW,North American Skater,WHL,Portland
1139,2014,3,86,Philadelphia Flyers,Mark Friedman,8200,1993-02-14,NaN,"6' 0""",190,NaN,8478017,D,North American Skater,USHL,Waterloo
1140,2014,3,87,Arizona Coyotes,Anton Karlsson,69867,1996-10-21,SWE,"5' 11""",165,R,8478018,RW,European Skater,SWEDEN-JR.,Frolunda Jr.
1141,2014,3,88,Chicago Blackhawks,Beau Starrett,58549,1995-11-01,USA,"6' 5""",197,L,8478019,N/A,North American Skater,USPHL PRE.,South Shore
1142,2014,3,89,Washington Capitals,Nathan Walker,51069,1994-02-07,GBR,"6' 0""",180,L,8477573,LW,North American Skater,AHL,Hershey
1143,2014,3,90,Los Angeles Kings,Michael Amadio,54806,1996-05-13,CAN,"6' 1""",196,R,8478020,C,North American Skater,OHL,North Bay
1144,2014,4,91,Edmonton Oilers,William Lagesson,55390,1996-02-22,SWE,"6' 2""",198,L,8478021,D,European Skater,SWEDEN-JR.,Frolunda Jr.
1145,2014,4,92,Florida Panthers,Joe Wegwerth,55010,1996-06-16,USA,"6' 3""",232,L,8478022,RW,North American Skater,USHL,USA U-18
1146,2014,4,93,Colorado Avalanche,Nick Magyar,54093,1996-05-29,USA,"6' 2""",195,R,8478023,RW,North American Skater,OHL,Kitchener
1149,2014,4,96,Carolina Hurricanes,Josh Wesley,54867,1996-04-09,USA,"6' 3""",207,R,8478026,D,North American Skater,OHL,Plymouth
1150,2014,4,97,Carolina Hurricanes,Lucas Wallmark,51099,1995-09-05,SWE,"6' 0""",180,L,8478027,C,North American Skater,SWEDEN,Lulea
1151,2014,4,98,Chicago Blackhawks,Fredrik Olofsson,57159,1996-05-27,SWE,"6' 2""",185,L,8478028,C,North American Skater,USHL,Chicago
1152,2014,4,99,Winnipeg Jets,Chase De Leo,5814,1995-10-25,USA,"5' 9""",178,L,8478029,C,North American Skater,WHL,Portland
1153,2014,4,100,Ottawa Senators,Shane Eiserman,6977,1995-10-10,USA,"6' 2""",200,L,8478030,N/A,North American Skater,USHL,Dubuque
1154,2014,4,101,Winnipeg Jets,Nelson Nogier,18165,1996-05-27,CAN,"6' 2""",201,R,8478031,D,North American Skater,WHL,Saskatoon
1155,2014,4,102,San Jose Sharks,Alexis Vanier,55095,1995-12-21,CAN,"6' 6""",225,L,8478032,D,North American Skater,QMJHL,Baie Comeau
1156,2014,4,103,Toronto Maple Leafs,John Piccinich,54884,1996-06-12,USA,"6' 0""",190,R,8478033,RW,North American Skater,USHL,Youngstown
1157,2014,4,104,New York Rangers,Ryan Mantha,54863,1996-06-18,USA,"6' 5""",225,R,8478034,D,North American Skater,USHL,Sioux City
1158,2014,4,105,Dallas Stars,Michael Prapavessis,54953,1996-01-07,CAN,"6' 1""",173,L,8478035,D,North American Skater,OJHL,Toronto Lakeshore
1159,2014,4,106,Detroit Red Wings,Christoffer Ehn,59414,1996-04-05,SWE,"6' 3""",187,L,8478036,C,European Skater,SWEDEN-JR.,Frolunda Jr.
1160,2014,4,107,Columbus Blue Jackets,Julien Pelletier,55122,1996-06-28,CAN,"6' 0""",181,L,8478037,LW,North American Skater,QMJHL,Cape Breton
1161,2014,4,108,New York Islanders,Devon Toews,53133,1994-02-21,CAN,"5' 11""",175,L,8478038,D,North American Skater,ECAC,Quinnipiac
1163,2014,4,110,St. Louis Blues,Austin Poganski,55081,1996-02-16,USA,"6' 1""",198,R,8478040,RW,North American Skater,USHL,Tri-City
1165,2014,4,112,Nashville Predators,Viktor Arvidsson,27808,1993-04-08,SWE,"5' 9""",172,R,8478042,LW,European Skater,SWEDEN,Skelleftea
1166,2014,4,113,Pittsburgh Penguins,Sam Lafferty,57759,1995-03-06,USA,"6' 0""",187,R,8478043,N/A,North American Skater,HIGH-MA,Deerfield Academy
1167,2014,4,114,Colorado Avalanche,Alexis Pepin,55086,1996-04-24,CAN,"6' 2""",230,L,8478044,LW,North American Skater,QMJHL,Gatineau
1169,2014,4,116,Boston Bruins,Danton Heinen,61046,1995-07-05,CAN,"6' 0""",165,L,8478046,N/A,North American Skater,BCHL,Surrey
1170,2014,4,117,Arizona Coyotes,Michael Bunting,59344,1995-09-17,CAN,"6' 0""",192,L,8478047,LW,North American Skater,OHL,Sault Ste. Marie
1172,2014,4,119,Tampa Bay Lightning,Ben Thomas,24299,1996-05-28,CAN,"6' 2""",186,R,8478049,D,North American Skater,WHL,Calgary
1173,2014,4,120,Los Angeles Kings,Steven Johnson,60537,1994-06-27,USA,"6' 0""",185,L,8478050,D,North American Skater,USHL,Omaha
1174,2014,5,121,Buffalo Sabres,Max Willman,61946,1995-02-13,USA,"6' 0""",181,L,8478051,C,North American Skater,HIGH-MA,Williston-North Hampton
1175,2014,5,122,New York Rangers,Richard Nejezchleb,41944,1994-05-02,CZE,"6' 2""",203,L,8477561,LW,North American Skater,WHL,Brandon
1176,2014,5,123,Anaheim Ducks,Matthew Berkovitz,56931,1996-02-16,USA,"6' 1""",190,L,8478052,D,North American Skater,HIGH-WI,Ashwaubenon
1177,2014,5,124,St. Louis Blues,Jaedon Descheneau,5964,1995-02-22,CAN,"5' 8""",192,R,8478053,RW,North American Skater,WHL,Kootenay
1178,2014,5,125,Montréal Canadiens,Nikolas Koberstein,61546,1996-01-19,CAN,"6' 2""",187,R,8478054,D,North American Skater,AJHL,Olds
1179,2014,5,126,Vancouver Canucks,Gustav Forsling,55391,1996-06-12,SWE,"6' 0""",185,L,8478055,D,European Skater,SWEDEN-JR.,Linkoping Jr.
1180,2014,5,127,Carolina Hurricanes,Clark Bishop,1852,1996-03-29,CAN,"6' 0""",192,L,8478056,C,North American Skater,QMJHL,Cape Breton
1181,2014,5,128,Toronto Maple Leafs,Dakota Joshua,58445,1996-05-15,USA,"6' 2""",188,L,8478057,C,North American Skater,USHL,Sioux Falls
1182,2014,5,129,Winnipeg Jets,Cj Suess,54130,1994-03-17,USA,"5' 11""",185,L,8478058,LW,North American Skater,USHL,Sioux Falls
1183,2014,5,130,Edmonton Oilers,Liam Coughlin,4939,1994-09-19,USA,"6' 2""",202,L,8478059,N/A,North American Skater,BCHL,Vernon
1184,2014,5,131,New Jersey Devils,Ryan Rehill,20474,1995-11-07,CAN,"6' 2""",228,R,8478060,D,North American Skater,WHL,Kamloops
1185,2014,5,132,Nashville Predators,Joonas Lyytinen,40056,1995-04-04,FIN,"6' 0""",154,L,8478061,D,European Skater,FINLAND,Kalpa
1186,2014,5,133,Arizona Coyotes,Dysin Mayo,15882,1996-08-17,CAN,"6' 0""",185,R,8478062,D,North American Skater,WHL,Edmonton
1187,2014,5,134,Washington Capitals,Shane Gersich,55078,1996-07-10,USA,"5' 11""",176,L,8478063,LW,North American Skater,USHL,USA U-18
1188,2014,5,135,Dallas Stars,Miro Karjalainen,62165,1996-05-23,FIN,"6' 5""",213,R,8478064,D,European Skater,FINLAND-JR. U18,Jokerit U18
1190,2014,5,137,Columbus Blue Jackets,Tyler Bird,57017,1996-08-14,USA,"6' 2""",200,R,8478066,RW,North American Skater,HIGH-NH,Kimball Union Academy
1191,2014,5,138,Philadelphia Flyers,Oskar Lindblom,55406,1996-08-15,SWE,"6' 1""",191,L,8478067,LW,European Skater,SWEDEN-JR.,Brynas Jr.
1192,2014,5,139,Minnesota Wild,Tanner Faith,7294,1995-10-05,CAN,"6' 3""",215,R,8478068,D,North American Skater,WHL,Kootenay
1193,2014,5,140,New York Rangers,Daniel Walcott,60389,1994-02-19,CAN,"5' 11""",165,L,8478069,D,North American Skater,QMJHL,Blainville-Boisbriand
1194,2014,5,141,Chicago Blackhawks,Luc Snuggerud,53009,1995-09-18,USA,"6' 0""",180,L,8478070,D,North American Skater,HIGH-MN,Eden Prarie
1195,2014,5,142,New York Rangers,Tyler Nanne,58382,1996-03-17,USA,"5' 10""",183,R,8478071,D,North American Skater,HIGH-MN,Edina H.S.
1196,2014,5,143,Florida Panthers,Miguel Fidler,57928,1996-03-17,USA,"6' 0""",192,L,8478072,LW,North American Skater,HIGH-MN,Edina H.S.
1197,2014,5,144,Colorado Avalanche,Anton Lindholm,39483,1994-11-29,SWE,"6' 0""",198,L,8478073,D,European Skater,SWEDEN-JR.,Skelleftea Jr.
1198,2014,5,145,Pittsburgh Penguins,Anthony Angello,55060,1996-03-06,USA,"6' 4""",205,R,8478074,RW,North American Skater,USHL,Omaha
1199,2014,5,146,Boston Bruins,Anders Bjork,54085,1996-08-05,USA,"6' 0""",182,L,8478075,LW,North American Skater,USHL,USA U-18
1200,2014,5,147,Montréal Canadiens,Daniel Audette,53580,1996-05-06,USA,"5' 9""",174,L,8478076,C,North American Skater,QMJHL,Sherbrooke
1201,2014,5,148,Chicago Blackhawks,Andreas Soderberg,60264,1996-06-16,SWE,"6' 4""",205,L,8478077,D,European Skater,SWEDEN-JR.,Skelleftea Jr.
1202,2014,5,149,San Jose Sharks,Rourke Chartier,4004,1996-04-03,CAN,"5' 11""",185,L,8478078,C,North American Skater,WHL,Kelowna
1204,2014,6,151,Buffalo Sabres,Christopher Brown,57003,1996-02-22,USA,"6' 0""",183,R,8478080,C,North American Skater,HIGH-MI,Cranbrook Kingswood
1205,2014,6,152,New Jersey Devils,Joey Dudek,55077,1996-01-29,USA,"5' 11""",182,R,8478081,C,North American Skater,HIGH-NH,Kimball Union Academy
1206,2014,6,153,Edmonton Oilers,Tyler Vesel,53029,1994-04-14,USA,"5' 11""",180,R,8478082,C,North American Skater,USHL,Omaha
1207,2014,6,154,Dallas Stars,Aaron Haydon,54780,1996-01-06,USA,"6' 3""",213,R,8478083,D,North American Skater,OHL,Niagara
1208,2014,6,155,New York Islanders,Kyle Schempp,53210,1994-01-13,USA,"6' 0""",178,L,8478084,C,North American Skater,WCHA,Ferris State U.
1209,2014,6,156,Vancouver Canucks,Kyle Pettit,54798,1996-01-19,CAN,"6' 4""",200,L,8478085,C,North American Skater,OHL,Erie
1210,2014,6,157,Los Angeles Kings,Jake Marchment,15460,1995-05-20,CAN,"6' 3""",218,R,8478086,C,North American Skater,OHL,Belleville
1211,2014,6,158,Toronto Maple Leafs,Nolan Vesey,57043,1995-03-28,USA,"6' 0""",198,L,8478087,LW,North American Skater,USPHL PRE.,South Shore
1212,2014,6,159,Washington Capitals,Steven Spinner,54685,1995-12-15,USA,"6' 0""",202,R,8478088,RW,North American Skater,HIGH-MN,Eden Prarie
1213,2014,6,160,Minnesota Wild,Pontus Sjalin,64795,1996-06-12,SWE,"6' 0""",165,L,8478089,D,European Skater,J20 Elit,Ostersunds
1214,2014,6,161,New Jersey Devils,Brandon Baddock,747,1995-03-29,CAN,"6' 4""",205,L,8477631,LW,North American Skater,WHL,Edmonton
1215,2014,6,162,Nashville Predators,Aaron Irving,11458,1996-03-03,CAN,"6' 1""",196,R,8478090,D,North American Skater,WHL,Edmonton
1216,2014,6,163,Arizona Coyotes,David Westlund,51278,1995-02-05,SWE,"6' 3""",207,L,8478091,D,European Skater,SWEDEN-JR.,Brynas Jr.
1217,2014,6,164,Winnipeg Jets,Pavel Kraskovsky,55696,1996-09-11,RUS,"6' 4""",216,L,8478092,C,European Skater,RUSSIA-JR.,Yaroslavl 2
1218,2014,6,165,Dallas Stars,John Nyberg,59739,1996-07-14,SWE,"6' 3""",202,L,8478093,D,European Skater,SWEDEN-JR.,Frolunda Jr.
1219,2014,6,166,Detroit Red Wings,Julius Vahatalo,53464,1995-03-23,FIN,"6' 5""",198,L,8478094,C,European Skater,Finland Jr.,TPS Jr.
1220,2014,6,167,Minnesota Wild,Chase Lang,13568,1996-09-13,CAN,"6' 1""",179,L,8478095,C,North American Skater,WHL,Calgary
1221,2014,6,168,Philadelphia Flyers,Radel Fazleev,57318,1996-01-07,RUS,"6' 1""",191,L,8478096,C,European Skater,WHL,Calgary
1222,2014,6,169,Minnesota Wild,Reid Duke,6676,1996-01-28,CAN,"6' 0""",190,R,8478097,RW,North American Skater,WHL,Lethbridge
1223,2014,6,170,Tampa Bay Lightning,Cristiano Digiacinto,61805,1996-01-10,CAN,"5' 11""",187,L,8478098,LW,North American Skater,OHL,Windsor
1224,2014,6,171,San Jose Sharks,Kevin Labanc,13244,1995-12-12,USA,"5' 11""",186,R,8478099,RW,North American Skater,OHL,Barrie
1225,2014,6,172,St. Louis Blues,C.j. Yakimowicz,62533,1996-01-26,USA,"6' 2""",210,R,8478100,RW,North American Skater,OHL,London
1226,2014,6,173,Pittsburgh Penguins,Jaden Lindo,54797,1996-01-11,CAN,"6' 1""",215,R,8478101,RW,North American Skater,OHL,Owen Sound
1228,2014,6,175,Calgary Flames,Adam Ollas Mattsson,55392,1996-07-30,SWE,"6' 4""",216,L,8478103,D,European Skater,SWEDEN-JR.,Djurgarden Jr.
1229,2014,6,176,St. Louis Blues,Sammy Blais,59095,1996-06-17,CAN,"6' 2""",188,L,8478104,LW,North American Skater,QMJHL,Victoriaville
1231,2014,6,178,Chicago Blackhawks,Dylan Sikura,22515,1995-06-01,CAN,"5' 11""",149,L,8478106,C,North American Skater,OJHL,Aurora
1233,2014,6,180,Los Angeles Kings,Matthew Mistele,17083,1995-10-17,CAN,"6' 2""",190,L,8478108,LW,North American Skater,OHL,Plymouth
1234,2014,7,181,Buffalo Sabres,Victor Olofsson,57849,1995-07-18,SWE,"5' 11""",172,L,8478109,RW,European Skater,SWEDEN-JR.,Modo Jr.
1237,2014,7,184,Calgary Flames,Austin Carroll,3687,1994-03-26,CAN,"6' 3""",216,R,8477610,RW,North American Skater,WHL,Victoria
1238,2014,7,185,Tampa Bay Lightning,Cameron Darcy,5524,1994-03-02,USA,"6' 0""",192,R,8478112,C,North American Skater,QMJHL,Cape Breton
1239,2014,7,186,Vancouver Canucks,Mackenze Stewart,56092,1995-08-10,CAN,"6' 3""",240,L,8478113,D,North American Skater,WHL,Prince Albert
1240,2014,7,187,Carolina Hurricanes,Kyle Jenkins,54838,1996-04-22,CAN,"6' 0""",180,L,8478114,D,North American Skater,OHL,Sault Ste. Marie
1241,2014,7,188,Toronto Maple Leafs,Pierre Engvall,57293,1996-05-31,SWE,"6' 4""",198,L,8478115,LW,European Skater,SWEDEN-JR.,Frolunda Jr.
1242,2014,7,189,Ottawa Senators,Kelly Summers,54876,1996-04-29,CAN,"6' 2""",191,R,8478116,D,North American Skater,CCHL,Carleton Place
1243,2014,7,190,Ottawa Senators,Francis Perron,55089,1996-04-18,CAN,"6' 0""",163,L,8478117,LW,North American Skater,QMJHL,Rouyn-Noranda
1244,2014,7,191,Arizona Coyotes,Jared Fiegl,55441,1996-01-23,USA,"6' 1""",206,L,8478118,LW,North American Skater,USHL,USA U-18
1245,2014,7,192,Winnipeg Jets,Matt Ustaski,53481,1994-05-27,USA,"6' 6""",221,L,8478119,N/A,North American Skater,BCHL,Langley
1246,2014,7,193,Arizona Coyotes,Edgars Kulda,54445,1994-11-13,LVA,"6' 0""",189,L,8478120,LW,North American Skater,WHL,Edmonton
1247,2014,7,194,Washington Capitals,Kevin Elgestal,57461,1996-05-29,SWE,"6' 1""",198,R,8478121,RW,European Skater,SWEDEN-JR.,Frolunda Jr.
1248,2014,7,195,Dallas Stars,Patrick Sanvido,54811,1996-06-28,CAN,"6' 5""",232,L,8478122,D,North American Skater,OHL,Windsor
1249,2014,7,196,Detroit Red Wings,Axel Holmstrom,57850,1996-06-29,SWE,"6' 0""",198,L,8478123,C,European Skater,SWEDEN-JR.,Skelleftea Jr.
1250,2014,7,197,Columbus Blue Jackets,Olivier Leblanc,55093,1996-02-17,CAN,"5' 11""",167,L,8478124,D,North American Skater,QMJHL,Saint John
1251,2014,7,198,Philadelphia Flyers,Jesper Pettersson,43863,1994-07-16,SWE,"5' 9""",187,R,8478125,D,European Skater,SWEDEN,Linkoping
1252,2014,7,199,Minnesota Wild,Pavel Jenys,55310,1996-04-02,CZE,"6' 3""",209,L,8478126,C,North American Skater,Czech Republic,Brno
1253,2014,7,200,New York Islanders,Lukas Sutter,23848,1993-10-04,USA,"6' 0""",209,L,8476859,C,North American Skater,WHL,Red Deer
1254,2014,7,201,Detroit Red Wings,Alexander Kadeykin,35833,1993-10-04,RUS,"6' 3""",213,L,8478127,C,European Skater,RUSSIA,Mytischi
1255,2014,7,202,St. Louis Blues,Dwyer Tschantz,54230,1995-03-22,USA,"6' 5""",209,R,8478128,RW,North American Skater,USHL,Indiana
1256,2014,7,203,Pittsburgh Penguins,Jeff Taylor,24135,1994-04-13,USA,"6' 0""",180,L,8478129,D,North American Skater,ECAC,Union College
1257,2014,7,204,Colorado Avalanche,Julien Nantel,55109,1996-09-06,CAN,"6' 0""",200,L,8478130,C,North American Skater,QMJHL,Rouyn-Noranda
1258,2014,7,205,Anaheim Ducks,Ondrej Kase,53572,1995-11-08,CZE,"6' 0""",170,R,8478131,LW,European Skater,Czech Republic,Chomutov
1259,2014,7,206,Boston Bruins,Emil Johansson,54657,1996-05-06,SWE,"6' 0""",194,L,8478132,D,European Skater,SWEDEN-JR.,HV 71 Jr.
1260,2014,7,207,Montréal Canadiens,Jake Evans,54577,1996-06-02,CAN,"6' 0""",172,R,8478133,N/A,North American Skater,OJHL,St. Michael's
1261,2014,7,208,Chicago Blackhawks,Jack Ramsey,54575,1995-11-02,USA,"6' 2""",186,R,8478134,RW,North American Skater,BCHL,Penticton
1262,2014,7,209,Los Angeles Kings,Spencer Watson,54795,1996-04-25,CAN,"5' 10""",169,R,8478135,RW,North American Skater,OHL,Kingston
1263,2014,7,210,Los Angeles Kings,Jake Middleton,54636,1996-01-02,CAN,"6' 3""",213,L,8478136,D,North American Skater,OHL,Ottawa
1264,2015,1,1,Edmonton Oilers,Connor Mcdavid,54223,1997-01-13,CAN,"6' 1""",195,L,8478402,C,North American Skater,OHL,Erie
1265,2015,1,2,Buffalo Sabres,Jack Eichel,54588,1996-10-28,USA,"6' 2""",196,R,8478403,C,North American Skater,H-EAST,Boston University
1266,2015,1,3,Arizona Coyotes,Dylan Strome,58215,1997-03-07,CAN,"6' 3""",185,L,8478440,C,North American Skater,OHL,Erie
1267,2015,1,4,Toronto Maple Leafs,Mitchell Marner,59220,1997-05-05,CAN,"5' 11""",160,R,8478483,RW,North American Skater,OHL,London
1268,2015,1,5,Carolina Hurricanes,Noah Hanifin,53352,1997-01-25,USA,"6' 3""",203,L,8478396,D,North American Skater,H-EAST,Boston College
1269,2015,1,6,New Jersey Devils,Pavel Zacha,54222,1997-04-06,CZE,"6' 3""",210,L,8478401,C,North American Skater,OHL,Sarnia
1270,2015,1,7,Philadelphia Flyers,Ivan Provorov,60519,1997-01-13,RUS,"6' 1""",201,L,8478500,D,North American Skater,WHL,Brandon
1271,2015,1,8,Columbus Blue Jackets,Zach Werenski,58814,1997-07-19,USA,"6' 2""",206,L,8478460,D,North American Skater,BIG10,U. of Michigan
1272,2015,1,9,San Jose Sharks,Timo Meier,55234,1996-10-08,CHE,"6' 2""",213,L,8478414,RW,North American Skater,QMJHL,Halifax
1273,2015,1,10,Colorado Avalanche,Mikko Rantanen,55550,1996-10-29,FIN,"6' 4""",216,L,8478420,RW,European Skater,FINLAND,TPS
1274,2015,1,11,Florida Panthers,Lawson Crouse,59207,1997-06-23,CAN,"6' 4""",215,L,8478474,LW,North American Skater,OHL,Kingston
1275,2015,1,12,Dallas Stars,Denis Gurianov,60188,1997-06-07,RUS,"6' 3""",192,L,8478495,RW,North American Skater,RUSSIA-JR.,Togliatti 2
1276,2015,1,13,Boston Bruins,Jakub Zboril,55322,1997-02-21,CZE,"6' 1""",200,L,8478415,D,North American Skater,QMJHL,Saint John
1277,2015,1,14,Boston Bruins,Jake Debrusk,60285,1996-10-17,CAN,"6' 0""",174,L,8478498,LW,North American Skater,WHL,Swift Current
1278,2015,1,15,Boston Bruins,Zach Senyshyn,59249,1997-03-30,CAN,"6' 2""",195,R,8478485,RW,North American Skater,OHL,Sault Ste. Marie
1279,2015,1,16,New York Islanders,Mathew Barzal,58528,1997-05-26,CAN,"5' 11""",175,R,8478445,C,North American Skater,WHL,Seattle
1280,2015,1,17,Winnipeg Jets,Kyle Connor,53804,1996-12-09,USA,"6' 1""",177,L,8478398,LW,North American Skater,USHL,Youngstown
1281,2015,1,18,Ottawa Senators,Thomas Chabot,58992,1997-01-30,CAN,"6' 2""",190,L,8478469,D,North American Skater,QMJHL,Saint John
1282,2015,1,19,Detroit Red Wings,Evgeny Svechnikov,57077,1996-10-31,RUS,"6' 3""",205,L,8478431,RW,North American Skater,QMJHL,Cape Breton
1283,2015,1,20,Minnesota Wild,Joel Eriksson Ek,59803,1997-01-29,SWE,"6' 2""",203,L,8478493,C,European Skater,SWEDEN,Farjestad
1284,2015,1,21,Ottawa Senators,Colin White,54086,1997-01-30,USA,"6' 0""",183,R,8478400,C,North American Skater,USHL,USA U-18
1286,2015,1,23,Vancouver Canucks,Brock Boeser,58521,1997-02-25,USA,"6' 0""",191,R,8478444,RW,North American Skater,USHL,Waterloo
1287,2015,1,24,Philadelphia Flyers,Travis Konecny,58214,1997-03-11,CAN,"5' 10""",183,R,8478439,RW,North American Skater,OHL,Ottawa
1288,2015,1,25,Winnipeg Jets,Jack Roslovic,58811,1997-01-29,USA,"6' 0""",182,R,8478458,C,North American Skater,USHL,USA U-18
1289,2015,1,26,Montréal Canadiens,Noah Juulsen,58594,1997-04-02,CAN,"6' 2""",186,R,8478454,D,North American Skater,WHL,Everett
1290,2015,1,27,Anaheim Ducks,Jacob Larsson,59712,1997-04-29,SWE,"6' 2""",191,L,8478491,D,European Skater,SWEDEN-JR.,Frolunda Jr.
1291,2015,1,28,New York Islanders,Anthony Beauvillier,58974,1997-06-08,CAN,"5' 10""",182,L,8478463,C,North American Skater,QMJHL,Shawinigan
1292,2015,1,29,Columbus Blue Jackets,Gabriel Carlsson,62883,1997-01-02,SWE,"6' 4""",187,L,8478506,D,European Skater,SWEDEN-JR.,Linkoping Jr.
1293,2015,1,30,Arizona Coyotes,Nick Merkley,58530,1997-05-23,CAN,"5' 10""",191,R,8478447,C,North American Skater,WHL,Kelowna
1294,2015,2,31,San Jose Sharks,Jeremy Roy,58975,1997-05-14,CAN,"6' 1""",196,R,8478464,D,North American Skater,QMJHL,Sherbrooke
1295,2015,2,32,Arizona Coyotes,Christian Fischer,57155,1997-04-15,USA,"6' 2""",212,R,8478432,RW,North American Skater,USHL,USA U-18
1296,2015,2,33,Tampa Bay Lightning,Mitchell Stephens,59210,1997-02-05,CAN,"5' 11""",192,R,8478477,C,North American Skater,OHL,Saginaw
1297,2015,2,34,Toronto Maple Leafs,Travis Dermott,54927,1996-12-22,CAN,"5' 11""",210,L,8478408,D,North American Skater,OHL,Erie
1298,2015,2,35,Carolina Hurricanes,Sebastian Aho,56443,1997-07-26,FIN,"5' 11""",176,L,8478427,RW,European Skater,FINLAND,Karpat
1299,2015,2,36,Ottawa Senators,Gabriel Gagne,55105,1996-11-11,CAN,"6' 5""",190,R,8478410,RW,North American Skater,QMJHL,Victoriaville
1300,2015,2,37,Boston Bruins,Brandon Carlo,58470,1996-11-26,USA,"6' 5""",202,R,8478443,D,North American Skater,WHL,Tri-City
1301,2015,2,38,Columbus Blue Jackets,Paul Bittner,56212,1996-11-04,USA,"6' 4""",208,L,8478426,LW,North American Skater,WHL,Portland
1302,2015,2,39,Colorado Avalanche,A.j. Greer,55563,1996-12-14,CAN,"6' 3""",204,L,8478421,LW,North American Skater,H-EAST,Boston University
1303,2015,2,40,Colorado Avalanche,Nicolas Meloche,58985,1997-07-18,CAN,"6' 3""",207,R,8478467,D,North American Skater,QMJHL,Baie Comeau
1304,2015,2,41,New York Rangers,Ryan Gropp,9596,1996-09-16,CAN,"6' 2""",190,L,8478394,LW,North American Skater,WHL,Seattle
1306,2015,2,43,Los Angeles Kings,Erik Cernak,55339,1997-05-28,SVK,"6' 4""",207,R,8478416,D,European Skater,SLOVAKIA,Kosice
1307,2015,2,44,Tampa Bay Lightning,Matthew Spencer,58216,1997-03-24,CAN,"6' 2""",202,R,8478441,D,North American Skater,OHL,Peterborough
1308,2015,2,45,Boston Bruins,Jakob Forsbacka Karlsson,55402,1996-10-31,SWE,"6' 1""",190,R,8478417,C,North American Skater,USHL,Omaha
1309,2015,2,46,Pittsburgh Penguins,Daniel Sprong,58983,1997-03-17,NLD,"6' 1""",190,R,8478466,RW,North American Skater,QMJHL,Charlottetown
1310,2015,2,47,Winnipeg Jets,Jansen Harkins,56008,1997-05-23,USA,"6' 2""",230,L,8478424,C,North American Skater,WHL,Prince George
1311,2015,2,48,Ottawa Senators,Filip Chlapik,59546,1997-06-03,CZE,"6' 1""",201,L,8478488,C,North American Skater,QMJHL,Charlottetown
1312,2015,2,49,Dallas Stars,Roope Hintz,58535,1996-11-17,FIN,"6' 3""",202,L,8478449,C,European Skater,FINLAND,Ilves
1313,2015,2,50,Minnesota Wild,Jordan Greenway,55193,1997-02-16,USA,"6' 5""",222,L,8478413,LW,North American Skater,USHL,USA U-18
1314,2015,2,51,Buffalo Sabres,Brendan Guhle,56094,1997-07-29,CAN,"6' 2""",184,L,8478425,D,North American Skater,WHL,Prince Albert
1315,2015,2,52,Boston Bruins,Jeremy Lauzon,58990,1997-04-28,CAN,"6' 0""",184,L,8478468,D,North American Skater,QMJHL,Rouyn-Noranda
1316,2015,2,53,Calgary Flames,Rasmus Andersson,53658,1996-10-27,SWE,"6' 0""",212,R,8478397,D,North American Skater,OHL,Barrie
1317,2015,2,54,Chicago Blackhawks,Graham Knott,59238,1997-01-13,CAN,"6' 4""",195,L,8478484,LW,North American Skater,OHL,Niagara
